Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Data Fato;Horário Fato;Município;Situação Veículo;Tipo Veículo;Ano Modelo;Marca / Modelo;Qtde Veículos
2019-002420986-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;E08034;CONSUMADO;16/01/2019;18:55:00;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2017;HONDA/CG 160 START;1
2019-002422721-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10306;CONSUMADO;16/01/2019;19:00:00;BAMBUI;APREENDIDO;AUTOMOVEL;1985;GM/MONZA;1
2019-002438815-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;16/01/2019;21:37:54;PARA DE MINAS;ROUBADO;AUTOMOVEL;2011;FIAT/DUCATO MULTI;1
2019-002440708-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;16/01/2019;19:46:32;LAGOA DA PRATA;RECUPERADO;MOTONETA;2005;HONDA/C100 BIZ ES;1
2019-002447346-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E08042;CONSUMADO;16/01/2019;19:30:00;SANTO ANTONIO DO MONTE;APREENDIDO;CAMINHONETE;2011;VW/SAVEIRO 1.6 CE CROSS;1
2019-002447606-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;16/01/2019;22:00:34;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2013;VW/GOL 1.0;1
2019-002447634-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E08034;CONSUMADO;16/01/2019;22:44:31;FORMIGA;APREENDIDO;MOTOCICLETA;2011;HONDA/CG150 FAN ESDI;1
2019-002449098-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;16/01/2019;22:55:29;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;1985;FORD/ESCORT GHIA;1
2019-002449098-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;16/01/2019;22:55:29;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;2001;VW/GOL 16V PLUS;1
2019-002457549-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;16/01/2019;19:25:00;POMPEU;APREENDIDO;AUTOMOVEL;1998;VW/GOL MI;1
2019-002459773-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;16/01/2019;17:15:00;POMPEU;APREENDIDO;MOTONETA;2014;I/WUYANG WY48Q-2;1
2019-002462253-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;17/01/2019;00:10:00;ITAUNA;ROUBADO;AUTOMOVEL;2006;VW/GOL 1.0;1
2019-002468536-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;17/01/2019;02:55:45;DIVINOPOLIS;FURTADO;AUTOMOVEL;1994;FIAT/FIORIN0 1.0;1
2019-002490370-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;08:50:00;LUZ;APREENDIDO;AUTOMOVEL;2013;TOYOTA/COROLLA GLI FLEX;1
2019-002494393-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;17/01/2019;08:40:00;ITAPECERICA;ROUBADO;AUTOMOVEL;2010;FORD/FIESTA SEDAN FLEX;1
2019-002501343-001;POLICIA MILITAR;INVÁLIDO;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;10:50:20;ITAUNA;APREENDIDO;AUTOMOVEL;2001;GM/CORSA WIND;1
2019-002505103-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;10:00:00;CORREGO FUNDO;APREENDIDO;AUTOMOVEL;1989;FORD/ESCORT L;1
2019-002509127-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;17/01/2019;10:49:52;FORMIGA;FURTADO;MOTOCICLETA;2007;YAMAHA/LANDER XTZ250;1
2019-002514474-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;12:15:58;ITAUNA;APREENDIDO;AUTOMOVEL;2005;VW/FOX 1.0;1
2019-002517151-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;17/01/2019;12:24:05;DIVINOPOLIS;FURTADO;AUTOMOVEL;1991;VW/GOL GL;1
2019-002522784-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T00008;CONSUMADO;17/01/2019;11:25:00;BAMBUI;APREENDIDO;CAMINHAO;;VW/6.80;1
2019-002537390-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;I04028;CONSUMADO;17/01/2019;14:45:50;LAGOA DA PRATA;APREENDIDO;AUTOMOVEL;2008;FIAT/UNO MILLE FIRE FLEX;1
2019-002537516-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;14:46:31;ITAUNA;APREENDIDO;AUTOMOVEL;2008;FORD/FIESTA FLEX;1
2019-002542913-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;C01155;CONSUMADO;17/01/2019;14:48:30;PARA DE MINAS;FURTADO;AUTOMOVEL;2004;TOYOTA/COROLLA XEI18VVT;1
2019-002561922-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;K99000;CONSUMADO;17/01/2019;16:22:52;NOVA SERRANA;APREENDIDO;CAMINHAO;2011;M.BENZ/710;1
2019-002561922-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;K99000;CONSUMADO;17/01/2019;16:22:52;NOVA SERRANA;APREENDIDO;MOTOCICLETA;2013;HONDA/CG 125 FAN ES;1
2019-002561922-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;K99000;CONSUMADO;17/01/2019;16:22:52;NOVA SERRANA;APREENDIDO;OUTROS - TIPOS DE VEICULO (DISCRIMINAR NO HIS;;NAO INFORMADO;1
2019-002573927-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;17/01/2019;16:38:08;NOVA SERRANA;FURTADO;MOTOCICLETA;1984;HONDA/CG 125;1
2019-002574583-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;17/01/2019;17:21:11;NOVA SERRANA;ROUBADO;MOTOCICLETA;2008;HONDA/CBX 250 TWISTER;1
2019-002575810-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;17/01/2019;16:50:00;POMPEU;APREENDIDO;MOTONETA;;NAO INFORMADO;1
2019-002578330-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;A16000;CONSUMADO;17/01/2019;16:20:00;SAO GONCALO DO PARA;RECUPERADO;AUTOMOVEL;1993;FIAT/UNO ELECTRONIC;1
2019-002590677-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;17/01/2019;19:12:57;DIVINOPOLIS;FURTADO;AUTOMOVEL;1995;FIAT/UNO ELECTRONIC;1
2019-002598134-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E08034;CONSUMADO;17/01/2019;19:30:00;POMPEU;APREENDIDO;AUTOMOVEL;1989;GM/KADETT GS;1
2019-002604644-002;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;18:50:00;LUZ;APREENDIDO;AUTOMOVEL;1999;VW/GOL SPECIAL;1
2019-002605181-001;POLICIA MILITAR;2 GP/3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;17/01/2019;20:20:00;CONCEICAO DO PARA;ROUBADO;MOTOCICLETA;2015;HONDA/CG 150 TITAN EX;1
2019-002607321-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;17/01/2019;20:16:03;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;2013;VW/GOL 1.0;1
2019-002607899-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;C01157;CONSUMADO;17/01/2019;20:53:44;NOVA SERRANA;ROUBADO;CAMINHONETE;2013;I/VW AMAROK CD 4X4 HIGH;1
2019-002609597-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;17/01/2019;21:00:00;MARTINHO CAMPOS;ROUBADO;MOTOCICLETA;2008;YAMAHA/FAZER YS250;1
2019-002609621-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;19:55:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;1998;FIAT/PALIO EDX;1
2019-002611122-001;POLICIA MILITAR;INVÁLIDO;19 CIA PM IND/7 RPM;I04033;CONSUMADO;17/01/2019;21:49:34;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2006;FIAT/SIENA FIRE FLEX;1
2019-002611596-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;T00007;CONSUMADO;17/01/2019;19:50:00;ITATIAIUCU;APREENDIDO;AUTOMOVEL;2011;PEUGEOT/207PASSION XS A;1
2019-002614349-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T00009;CONSUMADO;17/01/2019;21:14:21;CARMO DO CAJURU;APREENDIDO;MOTOCICLETA;;HONDA/NXR150 BROS ES;1
2019-002616727-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;17/01/2019;22:30:49;DIVINOPOLIS;ROUBADO;AUTOMOVEL;2007;TOYOTA/COROLLA XEI18VVT;1
2019-002619040-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;17/01/2019;21:30:00;ABAETE;APREENDIDO;CAMINHONETE;2005;FIAT/STRADA FIRE CE;1
2019-002619790-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;17:45:00;POMPEU;APREENDIDO;AUTOMOVEL;1998;GM/CORSA WIND;1
2019-002623378-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;17/01/2019;21:22:00;POMPEU;APREENDIDO;MOTOCICLETA;2003;HONDA/CBX 250 TWISTER;1
2019-002634939-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;18/01/2019;00:30:00;LUZ;APREENDIDO;CAMINHONETE;2001;FIAT/FIORINO IE;1
2019-002636392-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01169;CONSUMADO;18/01/2019;01:10:00;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2012;CHEVROLET/MONTANA LS;1
2019-002636797-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;18/01/2019;00:52:09;DIVINOPOLIS;FURTADO;AUTOMOVEL;2013;I/NISSAN VERSA 16SL FLEX;1
2019-002638285-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;18/01/2019;02:10:20;FORMIGA;APREENDIDO;MOTOCICLETA;2007;SUNDOWN/MAX 125 SE;1
2019-002640908-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;18/01/2019;02:32:09;PARA DE MINAS;FURTADO;AUTOMOVEL;1989;FORD/PAMPA GL;1
2019-002642424-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;01:30:00;SAO GONCALO DO PARA;APREENDIDO;AUTOMOVEL;2006;FIAT/PALIO FIRE FLEX;1
2019-002642424-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;01:30:00;SAO GONCALO DO PARA;APREENDIDO;AUTOMOVEL;2007;VW/GOL 1.0;1
2019-002642424-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;01:30:00;SAO GONCALO DO PARA;APREENDIDO;AUTOMOVEL;2011;VW/GOL 1.0;1
2019-002652432-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;18/01/2019;08:02:59;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2016;HONDA/CB 250F TWISTER;1
2019-002653991-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;18/01/2019;08:00:00;MARTINHO CAMPOS;FURTADO;AUTOMOVEL;1992;VW/GOL CL;1
2019-002656506-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;08:17:58;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;1991;VW/GOL GL;1
2019-002657905-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;18/01/2019;08:58:25;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1988;GM/MONZA SL/E 2.0;1
2019-002658076-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10161;CONSUMADO;18/01/2019;09:00:27;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2014;HONDA/CG150 FAN ESDI;1
2019-002659237-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01155;CONSUMADO;18/01/2019;08:51:18;NOVA SERRANA;FURTADO;MOTOCICLETA;2000;HONDA/CG 125 TITAN ES;1
2019-002661580-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;09:21:32;BOM DESPACHO;RECUPERADO;AUTOMOVEL;1996;FIAT/FIORINO TREKKING;1
2019-002679500-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;08:30:00;CLAUDIO;APREENDIDO;AUTOMOVEL;1987;FIAT/UNO S;1
2019-002679570-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;11:20:49;ITAUNA;APREENDIDO;AUTOMOVEL;1989;VW/GOL GL;1
2019-002683615-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10306;CONSUMADO;18/01/2019;11:49:19;ARCOS;APREENDIDO;AUTOMOVEL;2010;FIAT/UNO MILLE ECONOMY;1
2019-002689731-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;16/01/2019;22:00:00;CONCEICAO DO PARA;FURTADO;MOTOCICLETA;2003;HONDA/CG 125 TITAN KS;1
2019-002693714-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;13:09:50;NOVA SERRANA;RECUPERADO;MOTOCICLETA;2007;HONDA/CG 150 TITAN KS;1
2019-002696263-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;13:38:39;ITAUNA;APREENDIDO;AUTOMOVEL;2018;VW/NOVO GOL TL MCV;1
2019-002700445-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;C01157;CONSUMADO;18/01/2019;12:40:00;PITANGUI;ROUBADO;CAMINHONETE;2004;GM/BLAZER DLX;1
2019-002700601-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;14:07:27;ARCOS;APREENDIDO;MOTOCICLETA;2004;HONDA/CG 150 TITAN KS;1
2019-002707133-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;12:30:00;DIVINOPOLIS;RECUPERADO;MOTOCICLETA;2012;HONDA/CG 150 TITAN ESD;1
2019-002713184-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A16000;CONSUMADO;18/01/2019;14:35:16;PARA DE MINAS;RECUPERADO;MOTOCICLETA;2008;HONDA/XR 250 TORNADO;1
2019-002735810-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;16:55:49;PITANGUI;RECUPERADO;AUTOMOVEL;2004;GM/BLAZER DLX;1
2019-002736213-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;16:57:14;FORMIGA;APREENDIDO;AUTOMOVEL;2001;HONDA/XLR 125;1
2019-002737155-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T00008;CONSUMADO;18/01/2019;16:35:00;MARTINHO CAMPOS;APREENDIDO;ONIBUS;;M.B./M.BENZ;1
2019-002741322-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T00009;CONSUMADO;18/01/2019;17:24:51;PARA DE MINAS;APREENDIDO;MOTOCICLETA;;HONDA/CG 125 TODAY;1
2019-002745045-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;18/01/2019;15:50:00;POMPEU;APREENDIDO;AUTOMOVEL;2011;FIAT/UNO WAY 1.0;1
2019-002763520-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;19:46:18;DIVINOPOLIS;APREENDIDO;MOTOCICLETA;2006;YAMAHA/YBR 125K;1
2019-002773490-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;20:59:38;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2010;VW/GOL 1.0;1
2019-002776306-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;18/01/2019;19:56:15;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;2000;FIAT/PALIO ELX;1
2019-002777943-002;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;21:00:00;POMPEU;APREENDIDO;MOTOCICLETA;2005;HONDA/NXR125 BROS KS;1
2019-002779654-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;20:10:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;1993;GM/MONZA 650;1
2019-002784068-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;18/01/2019;21:05:00;NOVA SERRANA;ROUBADO;MOTOCICLETA;2008;HONDA/CG 150 TITAN KS;1
2019-002790460-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;T10305;CONSUMADO;18/01/2019;21:30:00;SAO SEBASTIAO DO OESTE;APREENDIDO;AUTOMOVEL;1993;VW/GOL CL;1
2019-002790639-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;19:42:00;PIMENTA;APREENDIDO;MOTOCICLETA;2004;HONDA/C100 BIZ;1
2019-002792612-001;POLICIA MILITAR;INVÁLIDO;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;18/01/2019;23:30:14;NOVA SERRANA;ROUBADO;MOTOCICLETA;2011;HONDA/XRE 300;1
2019-002799510-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E08042;CONSUMADO;18/01/2019;22:01:54;ARCOS;APREENDIDO;AUTOMOVEL;1997;VW/GOL CL 1.6 MI;1
2019-002799577-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;23:43:40;ARCOS;APREENDIDO;MOTOCICLETA;2005;HONDA/CG 125 FAN;1
2019-002799577-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;18/01/2019;23:43:40;ARCOS;APREENDIDO;MOTOCICLETA;;HONDA/CG 150 TITAN KS;1
2019-002800482-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;B01147;CONSUMADO;19/01/2019;00:19:07;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2002;FIAT/UNO MILLE FIRE;1
2019-002804017-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;T10306;CONSUMADO;19/01/2019;01:00:00;PIMENTA;APREENDIDO;AUTOMOVEL;;VW/NOVO VOYAGE 1.6;1
2019-002805338-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;D08062;CONSUMADO;19/01/2019;00:30:00;SANTO ANTONIO DO MONTE;APREENDIDO;AUTOMOVEL;2007;FIAT/PALIO WK ADVEN FLEX;1
2019-002806990-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;A16000;CONSUMADO;19/01/2019;02:01:48;DIVINOPOLIS;RECUPERADO;AUTOMOVEL;2012;FIAT/PALIO ATTRACTIV 1.0;1
2019-002808097-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;T10161;CONSUMADO;19/01/2019;01:06:21;ABAETE;APREENDIDO;AUTOMOVEL;2008;FIAT/UNO MILLE FIRE FLEX;1
2019-002809979-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;G01330;CONSUMADO;19/01/2019;02:42:56;FORMIGA;APREENDIDO;AUTOMOVEL;2008;GM/PRISMA MAXX;1
2019-002820126-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;D08062;CONSUMADO;19/01/2019;04:45:00;DORES DO INDAIA;APREENDIDO;AUTOMOVEL;2008;FORD/FIESTA FLEX;1
2019-002820126-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;D08062;CONSUMADO;19/01/2019;04:45:00;DORES DO INDAIA;APREENDIDO;CAMIONETA;2008;VW/SAVEIRO 1.6 SUPERSURF;1
2019-002821629-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;19/01/2019;07:01:18;DIVINOPOLIS;FURTADO;CAMINHONETE;2005;FIAT/STRADA ADVENT FLEX;1
2019-002826478-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;A16000;CONSUMADO;19/01/2019;08:55:51;ARCOS;RECUPERADO;MOTOCICLETA;2006;HONDA/CG 125 FAN;1
2019-002831693-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;19/01/2019;08:49:31;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;1990;VW/VOYAGE PLUS;1
2019-002831693-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;T10306;CONSUMADO;19/01/2019;08:49:31;DIVINOPOLIS;APREENDIDO;AUTOMOVEL;2007;RENAULT/CLIO AUT 10 16VS;1
2019-002836417-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;T10161;CONSUMADO;19/01/2019;10:30:00;BAMBUI;APREENDIDO;MOTOCICLETA;2005;HONDA/CG 125 FAN;1
2019-002839480-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;19/01/2019;11:05:00;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2003;TOYOTA/COROLLA SEG18VVT;1
2019-002840246-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;19/01/2019;10:00:00;MARTINHO CAMPOS;APREENDIDO;AUTOMOVEL;1994;FIAT/UNO ELECTRONIC;1
2019-002840274-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;T10161;CONSUMADO;19/01/2019;11:41:36;PARA DE MINAS;APREENDIDO;AUTOMOVEL;2008;FIAT/PALIO ELX FLEX;1
