Número REDS,Data Fato
2018-032574995-001,7/24/2018
2018-033870125-001,8/1/2018
2019-003093845-001,1/21/2019
2019-016193369-001,4/8/2019
2019-025235321-001,5/29/2019
2018-050669317-001,11/13/2018
2019-017043306-001,4/12/2019
2018-020003327-001,5/6/2018
2018-022896535-001,5/23/2018
2018-029590884-001,7/5/2018
2019-004239893-001,1/28/2019
2018-013221576-001,3/24/2018
2018-019082806-001,4/26/2018
2019-012680020-001,3/19/2019
2019-014096688-001,3/25/2019
2018-012835737-001,3/21/2018
2018-014009704-001,3/29/2018
2018-040931434-001,9/9/2018
2018-018966675-001,4/29/2018
2018-013187570-001,3/24/2018
2019-001965487-001,1/14/2019
2018-021771096-001,5/16/2018
2019-026350797-001,6/4/2019
2019-005724120-001,2/6/2019
2018-039658500-001,9/5/2018
2018-053554383-001,12/1/2018
2019-015631753-001,4/4/2019
2018-051553553-001,11/17/2018
2018-027870442-001,6/24/2018
2018-008170107-001,2/22/2018
2018-008607535-001,2/25/2018
2018-014102659-001,3/29/2018
2018-017838399-001,4/21/2018
2018-044509858-001,8/29/2018
2018-043569095-001,9/29/2018
2018-054021680-001,12/4/2018
2019-001429269-001,1/2/2019
2019-001793622-001,1/12/2019
2019-005349024-001,2/3/2019
2019-013063050-001,3/13/2019
2018-046670740-001,10/19/2018
2018-001643083-001,1/12/2018
2019-017008260-001,4/12/2019
2019-005832282-001,2/7/2019
2019-022211779-001,5/12/2019
2018-054288780-001,12/6/2018
2018-010822720-001,3/9/2018
2019-001730262-001,1/12/2019
2019-014299721-001,3/21/2019
2018-013468425-001,3/26/2018
2018-042345538-001,9/21/2018
2018-005340575-001,2/5/2018
2018-019358022-001,4/29/2018
2018-027402121-001,6/21/2018
2019-025881896-001,6/2/2019
2018-047717470-001,10/23/2018
2019-021034639-001,5/5/2019
2018-052763050-001,11/26/2018
2019-017225482-001,4/13/2019
2018-037707827-001,8/24/2018
2018-041969644-001,9/19/2018
2019-012583134-001,3/7/2019
2018-027221833-001,6/20/2018
2018-034569382-001,8/5/2018
2018-010410432-001,3/7/2018
2019-010841680-001,3/8/2019
2018-016897099-001,4/16/2018
2018-051636706-001,11/19/2018
2018-011275222-001,3/12/2018
2019-010862174-001,3/8/2019
2018-039234694-001,9/2/2018
2018-055991024-001,12/14/2018
2018-048714198-001,10/31/2018
2018-024918453-001,4/21/2018
2018-018480560-001,4/26/2018
2019-014848769-001,3/31/2019
2018-030470431-001,7/10/2018
2018-002047864-001,1/15/2018
2018-002489610-001,1/18/2018
2018-020436911-001,5/9/2018
2018-017520448-001,4/20/2018
2019-012875713-001,3/20/2019
2018-007477299-001,2/18/2018
2019-027123340-001,6/9/2019
2019-008255960-001,2/21/2019
2019-010123984-001,3/4/2019
2018-025874396-001,6/12/2018
2018-003927961-001,1/27/2018
2019-009229041-001,2/27/2019
2018-041275584-001,9/15/2018
2018-007080598-001,2/16/2018
2018-051798206-001,11/20/2018
2019-005271448-001,2/3/2019
2018-033629834-001,7/30/2018
2019-012711679-001,3/19/2019
2018-054301478-001,12/6/2018
2018-042916772-001,9/25/2018
2018-035684867-001,8/12/2018
2018-007440667-001,2/18/2018
2018-010839063-001,3/10/2018
2019-006025982-001,2/8/2019
2018-026655522-001,6/17/2018
2019-007657040-001,2/18/2019
2019-001968123-001,1/12/2019
2018-031755819-001,7/18/2018
2018-009063777-001,2/28/2018
2018-002395599-001,1/12/2018
2019-017135782-001,4/13/2019
2018-034627140-001,8/4/2018
2018-005688741-001,2/7/2018
2019-008600850-001,2/23/2019
2019-009900191-001,3/2/2019
2018-040446205-001,9/10/2018
2018-006747539-001,2/14/2018
2018-022048129-001,5/14/2018
2018-047928745-001,10/26/2018
2019-022711467-001,5/15/2019
2018-043392303-001,9/28/2018
2018-009563374-001,3/2/2018
2018-035092601-001,8/8/2018
2019-002810068-001,1/19/2019
2018-036416442-001,6/17/2018
2018-044661378-001,10/6/2018
2018-007579476-001,2/19/2018
2018-055562161-001,12/14/2018
2019-010787485-001,3/8/2019
2018-040490205-001,9/10/2018
2019-000749259-001,1/6/2019
2018-005931910-001,2/9/2018
2018-003311070-001,1/23/2018
2019-013223274-001,3/21/2019
2018-043795538-001,10/1/2018
2018-007332376-001,2/17/2018
2018-022492529-001,4/9/2018
2018-044322133-001,10/4/2018
2019-003328394-001,12/19/2018
2018-028689220-001,6/29/2018
2018-047559781-001,10/24/2018
2018-038515633-001,8/24/2018
2019-016754398-001,4/1/2019
2018-040382572-001,9/9/2018
2018-033211705-001,7/26/2018
2018-000616161-001,1/5/2018
2019-027645800-001,6/12/2019
2018-044735335-001,10/6/2018
2018-042823085-001,9/25/2018
2018-013542029-001,3/24/2018
2018-043538630-001,9/29/2018
2019-007612647-001,2/17/2019
2018-024482619-001,5/31/2018
2018-030323732-001,7/10/2018
2018-025961757-001,6/13/2018
2019-008807371-001,2/24/2019
2018-032280504-001,7/22/2018
2018-044921180-001,10/8/2018
2019-008736100-001,2/24/2019
2018-008336293-001,2/23/2018
2018-021526230-001,5/15/2018
2018-046000195-001,10/15/2018
2018-050786336-001,11/13/2018
2018-030323641-001,7/10/2018
2018-055399035-001,12/13/2018
2019-010666834-001,3/5/2019
2019-026243550-001,6/4/2019
2018-026380921-001,6/3/2018
2018-024587661-001,6/4/2018
2018-053765031-001,11/30/2018
2019-001607010-001,1/11/2019
2018-032335127-001,7/22/2018
2018-022688210-001,5/22/2018
2018-031781795-001,7/19/2018
2019-000077750-001,1/1/2019
2019-004383467-001,1/29/2019
2018-031450087-001,7/17/2018
2018-011071093-001,3/12/2018
2018-034071546-001,8/2/2018
2019-009216579-001,2/27/2019
2018-035391690-001,8/10/2018
2018-006886075-001,2/15/2018
2018-022468909-001,5/21/2018
2018-014625445-001,4/2/2018
2018-043796911-001,10/1/2018
2019-001432457-001,12/30/2018
2018-004145383-001,1/29/2018
2019-008395790-001,2/22/2019
2018-012817070-001,3/22/2018
2018-042209854-001,9/21/2018
2018-003206266-001,1/22/2018
2018-017661689-001,4/21/2018
2018-003595680-001,1/25/2018
2018-004361400-001,1/30/2018
2018-007610178-001,2/19/2018
2018-007554247-001,2/19/2018
2018-000270475-001,1/3/2018
2018-000463541-001,1/4/2018
2018-009579182-001,3/2/2018
2018-007524266-001,2/19/2018
2019-006470051-001,2/11/2019
2019-005009716-001,2/1/2019
2018-039625751-001,9/5/2018
2018-043780583-001,10/1/2018
2018-037172787-001,8/21/2018
2019-007660147-001,2/18/2019
2018-019508699-001,4/29/2018
2018-007122456-001,2/13/2018
2018-047063314-001,10/21/2018
2018-051978509-001,11/21/2018
2018-004760574-001,2/1/2018
2018-052138362-001,11/22/2018
2018-024575654-001,6/4/2018
2018-034353898-001,8/4/2018
2018-021160282-001,5/13/2018
2019-003944852-001,1/26/2019
2018-042329823-001,9/21/2018
2018-001602111-001,1/12/2018
2018-022976898-001,5/22/2018
2018-048467293-001,10/29/2018
2018-032832692-001,7/25/2018
2019-014304334-001,3/28/2019
2018-030363067-001,7/10/2018
2019-016178150-001,4/8/2019
2018-035074970-001,8/8/2018
2018-055656292-001,12/14/2018
2018-020113620-001,5/7/2018
2018-028565751-001,6/29/2018
2018-035016922-001,8/8/2018
2018-042921000-001,9/25/2018
2018-052068090-001,11/22/2018
2019-001551735-001,1/11/2019
2019-002251131-001,1/15/2019
2019-006141769-001,2/8/2019
2019-012572002-001,3/18/2019
2018-053832718-001,12/3/2018
2019-016465410-001,4/9/2019
2019-022999745-001,5/17/2019
2018-014258738-001,3/30/2018
2018-055069710-001,12/11/2018
2019-007145106-001,2/14/2019
2018-007794200-001,2/20/2018
2018-003246740-001,1/23/2018
2018-034515318-001,8/5/2018
2018-019579193-001,5/3/2018
2018-051194658-001,11/16/2018
2018-024169504-001,6/1/2018
2019-010050363-001,3/3/2019
2019-025733352-001,6/1/2019
2018-005990793-001,2/7/2018
2019-010657100-001,3/7/2019
2018-013786517-001,3/27/2018
2018-008263757-001,2/23/2018
2019-008992465-001,2/25/2019
2018-021948499-001,5/17/2018
2019-001655909-001,1/11/2019
2019-018198093-001,4/19/2019
2018-049618695-001,11/6/2018
2018-054306574-001,12/6/2018
2018-049570366-001,11/6/2018
2018-042657074-001,9/24/2018
2018-035470165-001,8/10/2018
2018-017900195-001,4/23/2018
2019-018643186-001,4/22/2019
2019-017252758-001,4/14/2019
2019-016717480-001,4/11/2019
2018-045470408-001,10/11/2018
2018-023825189-001,5/30/2018
2018-049401065-001,11/5/2018
2018-026204660-001,6/14/2018
2018-028756227-001,6/30/2018
2018-041264214-001,9/15/2018
2019-004223693-001,1/28/2019
2018-011152431-001,3/12/2018
2018-057295518-001,12/26/2018
2018-005342925-001,2/5/2018
2018-011639083-001,3/15/2018
2019-025419466-001,5/30/2019
2018-024421220-001,6/3/2018
2018-042628711-001,9/24/2018
2018-018746301-001,4/27/2018
2018-050758367-001,11/13/2018
2018-029856261-001,7/7/2018
2018-044463753-001,10/5/2018
2018-027076373-001,6/20/2018
2019-002482135-001,1/15/2019
2018-038334483-001,7/6/2018
2018-049124017-001,11/3/2018
2019-000614780-001,1/5/2019
2019-011373981-001,3/11/2019
2018-012435008-001,3/19/2018
2018-028185600-001,6/26/2018
2019-011232606-001,3/11/2019
2018-005454575-001,2/6/2018
2019-002483954-001,1/17/2019
2019-003451499-001,1/23/2019
2018-002656590-001,1/19/2018
2018-039625331-001,9/5/2018
2019-002138528-001,1/15/2019
2018-023651340-001,5/29/2018
2018-042374044-001,9/22/2018
2019-013646196-001,3/20/2019
2018-028543360-001,6/28/2018
2018-011790551-001,3/15/2018
2018-054456490-001,12/7/2018
2018-014753399-001,4/2/2018
2018-052722894-001,11/23/2018
2019-007652075-001,2/17/2019
2018-030362861-001,7/10/2018
2018-008808413-001,2/26/2018
2018-015933933-001,4/10/2018
2018-025467711-001,6/9/2018
2018-042851277-001,9/24/2018
2018-019342816-001,5/2/2018
2018-058055733-001,12/31/2018
2019-020584944-001,5/2/2019
2018-012480190-001,3/20/2018
2018-031437952-001,7/17/2018
2018-054348101-001,12/6/2018
2018-001235787-001,1/9/2018
2019-015150682-001,4/1/2019
2018-048689361-001,10/30/2018
2018-024498590-001,6/4/2018
2019-004073488-001,1/27/2019
2019-007388903-001,2/16/2019
2018-002503067-001,1/18/2018
2018-053566992-001,12/1/2018
2018-022934098-001,5/23/2018
2018-001139854-001,1/9/2018
2018-047907724-001,10/26/2018
2019-011145349-001,3/10/2019
2018-015232752-001,4/6/2018
2019-012193030-001,3/16/2019
2018-012290908-001,3/17/2018
2018-020377911-001,5/8/2018
2019-025926996-001,6/3/2019
2018-056674984-001,12/21/2018
2018-013760822-001,3/27/2018
2018-037675046-001,8/24/2018
2018-056861737-001,12/22/2018
2018-008695221-001,2/26/2018
2018-019968145-001,5/6/2018
2018-020121717-001,5/6/2018
2018-021454005-001,5/15/2018
2018-046954696-001,10/20/2018
2018-007763476-001,2/19/2018
2018-017923447-001,4/20/2018
2018-017956475-001,4/22/2018
2018-017998056-001,4/22/2018
2018-036304138-001,8/15/2018
2019-016984973-001,3/19/2019
2018-025003546-001,6/7/2018
2018-038357870-001,8/28/2018
2018-022570068-001,5/21/2018
2018-013345004-001,3/25/2018
2018-001498498-001,1/11/2018
2019-020407409-001,5/2/2019
2018-007708933-001,2/20/2018
2019-010819179-001,3/8/2019
2018-016038820-001,4/9/2018
2019-008335890-001,2/21/2019
2019-027297973-001,6/10/2019
2018-008442412-001,2/24/2018
2018-015874801-001,4/10/2018
2018-018147392-001,4/21/2018
2018-017967450-001,4/22/2018
2018-027092413-001,6/20/2018
2018-044996909-001,10/8/2018
2019-003498295-001,1/23/2019
2019-009287452-001,2/27/2019
2018-024899442-001,6/6/2018
2018-029175811-001,7/2/2018
2019-027757631-001,6/12/2019
2018-001642756-001,1/12/2018
2018-013851596-001,3/28/2018
2018-024695820-001,6/5/2018
2019-006455404-001,2/11/2019
2018-033850531-001,8/1/2018
2019-010157004-001,3/4/2019
2018-002617418-001,1/18/2018
2018-015862731-001,4/10/2018
2018-030649322-001,7/12/2018
2018-020980309-001,5/12/2018
2019-008686340-001,2/24/2019
2018-023410592-001,5/27/2018
2018-030418266-001,7/10/2018
2018-025912886-001,6/12/2018
2018-043031993-001,9/26/2018
2018-025340108-001,6/8/2018
2018-035210969-001,8/9/2018
2018-036053705-001,8/14/2018
2018-050228932-001,11/10/2018
2018-014796600-001,4/3/2018
2018-008382405-001,2/23/2018
2018-044484824-001,10/5/2018
2018-047528451-001,10/24/2018
2019-016937261-001,4/12/2019
2019-020183277-001,4/30/2019
2018-004660292-001,2/1/2018
2019-025663114-001,6/1/2019
2018-047269095-001,10/22/2018
2019-009201072-001,2/27/2019
2019-002045053-001,1/14/2019
2019-002310458-001,1/16/2019
2018-039342509-001,9/3/2018
2018-019064910-001,4/30/2018
2018-045346822-001,10/8/2018
2018-017667582-001,4/21/2018
2018-017817127-001,4/22/2018
2018-018409542-001,4/26/2018
2018-016978976-001,4/10/2018
2019-011486121-001,3/5/2019
2018-055868469-001,12/16/2018
2018-034609884-001,8/6/2018
2018-001384576-001,1/12/2018
2018-027646560-001,6/23/2018
2018-037697111-001,8/24/2018
2018-032582619-001,7/24/2018
2018-045108723-001,10/8/2018
2019-005640611-001,2/5/2019
2018-036073509-001,8/14/2018
2018-039685018-001,9/5/2018
2018-016693410-001,4/15/2018
2019-016186971-001,4/5/2019
2018-052422083-001,11/24/2018
2019-009737262-001,3/1/2019
2018-035304704-001,8/9/2018
2019-001599718-001,1/11/2019
2019-016861800-001,4/11/2019
2018-051851616-001,11/20/2018
2018-052204349-001,11/23/2018
2019-010078897-001,3/3/2019
2018-008960093-001,2/26/2018
2018-008553211-001,2/25/2018
2018-020174997-001,5/5/2018
2018-010099535-001,3/4/2018
2019-015371938-001,4/3/2019
2018-008894771-001,2/27/2018
2018-025815500-001,6/12/2018
2018-007646171-001,2/19/2018
2018-010449139-001,3/8/2018
2018-021043761-001,5/12/2018
2019-006363499-001,2/10/2019
2019-016719514-001,4/9/2019
2018-045715595-001,10/12/2018
2019-013441990-001,3/23/2019
2018-025382334-001,6/9/2018
2019-003656503-001,1/24/2019
2018-017322416-001,4/19/2018
2018-053159340-001,11/28/2018
2018-001357727-001,1/10/2018
2018-050667201-001,11/13/2018
2019-000195024-001,12/23/2018
2019-000086174-001,1/1/2019
2018-008704839-001,2/26/2018
2019-003656124-001,1/24/2019
2018-013332572-001,3/25/2018
2019-006686856-001,2/1/2019
2018-022192560-001,5/19/2018
2018-055774600-001,12/15/2018
2018-053576762-001,12/1/2018
2018-055956824-001,12/17/2018
2018-040777926-001,9/12/2018
2019-012537135-001,3/18/2019
2018-012662241-001,3/17/2018
2018-013973144-001,3/28/2018
2018-036234742-001,8/14/2018
2018-055541714-001,12/14/2018
2019-001038039-001,1/8/2019
2018-046085320-001,10/15/2018
2018-034725987-001,8/6/2018
2018-004113795-001,1/29/2018
2019-006285620-001,2/9/2019
2018-012902580-001,3/4/2018
2018-003094370-001,1/22/2018
2018-016042270-001,4/11/2018
2018-046745993-001,10/19/2018
2018-017756670-001,4/22/2018
2018-017768239-001,4/22/2018
2018-018514266-001,4/22/2018
2018-042177346-001,9/20/2018
2018-042412970-001,9/21/2018
2018-042644203-001,9/21/2018
2018-042458245-001,9/22/2018
2018-042637465-001,9/24/2018
2018-036178746-001,8/15/2018
2019-003266347-001,1/19/2019
2018-056173828-001,12/18/2018
2018-014844221-001,4/3/2018
2018-046595747-001,10/18/2018
2018-047564693-001,10/18/2018
2019-003617378-001,1/24/2019
2018-047010367-001,10/21/2018
2018-018078973-001,3/23/2018
2018-006115130-001,2/10/2018
2019-003258102-001,1/22/2019
2018-017840134-001,4/21/2018
2018-017791309-001,4/22/2018
2018-042400408-001,9/22/2018
2018-042415616-001,9/22/2018
2019-013189159-001,3/21/2019
2018-057311406-001,12/26/2018
2019-022349724-001,5/13/2019
2018-006356681-001,2/11/2018
2019-026952634-001,6/8/2019
2018-009307089-001,3/1/2018
2018-013209214-001,3/24/2018
2019-010585862-001,3/7/2019
2019-001378475-001,8/1/2018
2018-021982860-001,5/18/2018
2018-017553526-001,4/20/2018
2019-000632480-001,1/5/2019
2019-022606007-001,5/14/2019
2018-043578538-001,9/29/2018
2018-014998671-001,4/4/2018
2019-003948196-001,1/26/2019
2018-042846023-001,9/24/2018
2018-034619930-001,8/4/2018
2018-043996641-001,9/5/2018
2019-012897650-001,3/16/2019
2018-017904908-001,4/22/2018
2018-017907340-001,4/22/2018
2018-026197142-001,6/14/2018
2018-005911556-001,2/9/2018
2018-042855851-001,9/24/2018
2019-003430230-001,1/23/2019
2018-000836886-001,1/7/2018
2018-049956669-001,11/6/2018
2019-005097064-001,2/2/2019
2018-006098790-001,2/10/2018
2019-025571547-001,5/31/2019
2018-001493260-001,1/11/2018
2018-005470565-001,2/6/2018
2019-006381488-001,2/10/2019
2018-051713372-001,11/20/2018
2018-052660483-001,11/26/2018
2018-012833528-001,3/2/2018
2018-056177118-001,12/18/2018
2018-037754454-001,8/24/2018
2018-055082355-001,12/11/2018
2018-046388636-001,10/17/2018
2018-011488707-001,3/14/2018
2018-009887617-001,3/5/2018
2018-052070725-001,11/22/2018
2019-025056274-001,5/28/2019
2018-015743650-001,4/9/2018
2018-037969089-001,8/25/2018
2019-015721256-001,4/5/2019
2019-026509690-001,6/6/2019
2018-013816963-001,3/28/2018
2018-014743340-001,3/29/2018
2018-025634140-001,6/11/2018
2018-026842150-001,6/18/2018
2019-010118442-001,3/4/2019
2018-010746385-001,3/9/2018
2018-010476840-001,3/8/2018
2018-005911177-001,2/9/2018
2018-041387124-001,9/16/2018
2018-026725823-001,6/18/2018
2018-016093650-001,4/11/2018
2018-014587178-001,4/2/2018
2019-013126140-001,3/21/2019
2018-025870933-001,6/12/2018
2019-022666326-001,4/2/2019
2018-029034299-001,7/2/2018
2018-044181010-001,10/3/2018
2019-001024640-001,1/8/2019
2019-010449834-001,3/6/2019
2018-014789862-001,4/3/2018
2018-048068509-001,10/27/2018
2019-022290451-001,5/8/2019
2018-025803666-001,6/12/2018
2018-030120830-001,7/9/2018
2018-004219275-001,1/29/2018
2018-019942814-001,5/5/2018
2018-012485020-001,3/20/2018
2018-029433590-001,7/4/2018
2018-055881351-001,12/16/2018
2018-036946481-001,8/20/2018
2018-037231787-001,8/18/2018
2018-037237756-001,8/20/2018
2018-035894510-001,8/11/2018
2018-046087028-001,10/15/2018
2018-055536752-001,12/13/2018
2018-057112163-001,12/24/2018
2018-050761029-001,11/13/2018
2018-003827307-001,1/26/2018
2018-033214919-001,7/28/2018
2018-032038541-001,7/20/2018
2018-054289170-001,12/6/2018
2018-002115655-001,1/15/2018
2018-005202892-001,2/4/2018
2019-004863427-001,1/31/2019
2018-015493501-001,4/7/2018
2018-033510359-001,7/27/2018
2018-018262475-001,4/25/2018
2019-023367097-001,5/19/2019
2018-035779140-001,8/13/2018
2018-020236661-001,5/7/2018
2019-022487162-001,5/11/2019
2019-014834044-001,3/30/2019
2018-011901772-001,3/8/2018
2018-033650905-001,7/31/2018
2019-008529294-001,2/23/2019
2018-038964603-001,8/31/2018
2018-025350172-001,6/9/2018
2018-043780241-001,10/1/2018
2019-009188660-001,2/26/2019
2018-057556808-001,12/27/2018
2018-003256222-001,1/23/2018
2018-012703763-001,3/19/2018
2018-014624992-001,4/2/2018
2018-045616838-001,10/12/2018
2018-037614891-001,8/23/2018
2018-010860200-001,3/10/2018
2018-036529028-001,8/12/2018
2018-006176112-001,2/10/2018
2018-025688594-001,6/10/2018
2018-008429701-001,2/24/2018
2018-044144221-001,10/3/2018
2018-005642558-001,2/7/2018
2018-030105149-001,7/9/2018
2018-034158907-001,8/2/2018
2018-000263012-001,1/2/2018
2019-006945714-001,2/12/2019
2019-010287232-001,3/5/2019
2018-016167213-001,4/11/2018
2019-002889342-001,1/19/2019
2019-001575223-001,1/11/2019
2018-010400725-001,3/7/2018
2019-007002120-001,2/14/2019
2018-033234860-001,7/28/2018
2018-043135706-001,9/26/2018
2018-004015810-001,1/28/2018
2019-012574500-001,3/18/2019
2017-004694178-002,12/20/2018
2018-048868096-001,11/1/2018
2018-000697811-001,1/5/2018
2018-008444361-001,2/24/2018
2018-018090229-001,4/22/2018
2018-047258537-001,10/22/2018
2018-055099378-001,12/11/2018
2019-014069209-001,3/27/2019
2018-031625437-001,7/18/2018
2018-053521656-001,12/1/2018
2019-006346632-001,2/10/2019
2018-005923288-001,2/9/2018
2018-049787670-001,11/6/2018
2018-039290595-001,8/31/2018
2018-026238874-001,6/14/2018
2018-009468615-001,3/1/2018
2019-020668493-001,5/3/2019
2018-034793397-001,8/6/2018
2018-008420375-001,2/24/2018
2018-050441003-001,11/12/2018
2018-004398136-001,1/29/2018
2019-002187245-001,1/15/2019
2018-040121817-001,9/8/2018
2018-006503824-001,2/12/2018
2018-019076172-001,4/30/2018
2018-015912559-001,4/7/2018
2018-051477255-001,12/21/2018
2018-033522880-001,7/30/2018
2018-007693554-001,2/20/2018
2019-011720813-001,3/13/2019
2018-002426535-001,1/17/2018
2018-027958892-001,6/25/2018
2018-033237077-001,7/28/2018
2018-047357150-001,10/23/2018
2019-025403002-001,5/27/2019
2018-001320679-001,1/9/2018
2018-034598750-001,8/6/2018
2018-039892263-001,9/6/2018
2018-006735716-001,2/13/2018
2018-000961425-001,1/8/2018
2018-033254479-001,7/28/2018
2018-055465381-001,12/13/2018
2018-028089291-001,6/26/2018
2018-037726130-001,8/24/2018
2018-040411115-001,9/10/2018
2018-049604061-001,11/5/2018
2018-013814936-001,3/28/2018
2018-034313238-001,8/3/2018
2018-028417290-001,6/26/2018
2019-004973169-001,2/1/2019
2018-033231490-001,7/28/2018
2019-007936604-001,2/19/2019
2019-025942685-001,6/3/2019
2019-023615479-001,5/20/2019
2018-027924619-001,6/25/2018
2018-033231013-001,7/28/2018
2018-016801205-001,4/16/2018
2018-000193655-001,1/2/2018
2018-044177720-001,10/2/2018
