Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unidade Relato Nível 6;Unid Digitação Nível 6;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Código Subclasse Nat Sec1;Tentado/Consumado Nat Sec1;Código Subclasse Nat Sec2;Tentado/Consumado Nat Sec2;Código Subclasse Nat Sec3;Tentado/Consumado Nat Sec3;ALVO;Descrição Meio Utilizado;Data Comunicação Fato;Horário Comunicação Fato;Data Fato;Horário Fato;Data Última Atualização;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Matrícula Digitador;Matrícula Relator;Qtde Ocorrências
2019-048516454-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;04/10/2019;10:43:00;04/10/2019;10:43:28;06/10/2019;AVENIDA;ANHANGUERA;;PREENCHIMENTO OPCIONAL;;1090;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,12774540;-44,83490390;PM1626902;1626902;1
2019-001870806-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO C/EXPLOS;13/01/2019;14:31:00;13/01/2019;14:31:11;15/01/2019;RUA;ANTONIO DELARETTI FILHO;;PREENCHIMENTO OPCIONAL;;1231;DISTRITO INDUSTRIAL CEL JOVELINO RABELO;;;;DIVINOPOLIS;-20,12427730;-44,83500240;PM1057264;1057264;1
2019-027446422-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO);11/06/2019;08:45:00;10/06/2019;21:00:00;13/06/2019;RUA;XINGU;;PREENCHIMENTO OPCIONAL;;650;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13029790;-44,83520020;PM1277516;1277516;1
2019-015943703-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;C01163;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;06/04/2019;16:23:00;06/04/2019;03:00:00;08/04/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;COMPLEXO DA FERRADURA.;DIVINOPOLIS;-20,15830560;-44,83540010;PM1013556;1013556;1
2019-018164110-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;19/04/2019;12:21:00;19/04/2019;12:21:11;21/04/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,15830560;-44,83540010;PM1412907;1412907;1
2019-020899469-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;05/05/2019;08:16:00;05/05/2019;08:16:49;07/05/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,15830560;-44,83540010;PM1057264;1057264;1
2019-025248885-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;29/05/2019;21:59:00;29/05/2019;21:59:26;30/05/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,15830560;-44,83540010;PM1504927;1504927;1
2019-025719283-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;01/06/2019;16:55:00;01/06/2019;16:55:18;03/06/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,15830560;-44,83540010;PM1513506;1513506;1
2019-029334993-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;21/06/2019;14:32:00;19/06/2019;03:00:00;23/06/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;PROXIMO AO BAIRRO JARDIM DOS CANDIDES;DIVINOPOLIS;-20,15830560;-44,83540010;PM1500214;1500214;1
2019-038901124-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;13/08/2019;15:22:00;10/08/2019;18:00:00;15/08/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CASA;REGIAO DO CORREGO DA DIVISA.;DIVINOPOLIS;-20,15830560;-44,83540010;PM1013556;1013556;1
2019-051841560-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;22/10/2019;16:23:00;22/10/2019;16:23:15;25/10/2019;POVOADO;CORREGO DA DIVISA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,15830560;-44,83540010;PM1461037;1506732;1
2019-000158158-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;CONHECIMENTO TECNICO ESPECIFICO;02/01/2019;11:30:00;02/01/2019;11:30:17;04/01/2019;AVENIDA;BERLIM;;PREENCHIMENTO OPCIONAL;;1480;LAGOA PARK;;;;DIVINOPOLIS;-20,16444120;-44,83546500;PM1502855;1502855;1
2019-013182670-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Transeunte;ARMAS DE FOGO;21/03/2019;19:59:00;21/03/2019;19:59:27;25/03/2019;RUA;MARAJUARAS;;PREENCHIMENTO OPCIONAL;;880;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13399650;-44,83550660;PM1461037;1461037;1
2019-020923288-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;05/05/2019;14:27:00;05/05/2019;14:27:37;08/05/2019;RUA;MARAJUARAS;;PREENCHIMENTO OPCIONAL;;880;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13399650;-44,83550660;PM1565134;1565134;1
2019-031196111-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;01/07/2019;16:32:00;01/07/2019;16:32:46;03/07/2019;RUA;JOSE CABRAL FILHO;;PREENCHIMENTO OPCIONAL;;320;LAGOA PARK;;;;DIVINOPOLIS;-20,16374910;-44,83582620;PM1297118;1297118;1
2019-034296618-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;18/07/2019;16:14:00;17/07/2019;15:00:00;20/07/2019;RUA;JOSE CABRAL FILHO;;PREENCHIMENTO OPCIONAL;;320;LAGOA PARK;;;;DIVINOPOLIS;-20,16374910;-44,83582620;PM1058213;1058213;1
2019-035501534-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Outros;MEIO DESCONHECIDO;25/07/2019;14:44:00;24/07/2019;07:00:00;27/07/2019;RUA;JOSE CABRAL FILHO;;PREENCHIMENTO OPCIONAL;;320;LAGOA PARK;;N° CORRETO 180;;DIVINOPOLIS;-20,16374910;-44,83582620;PM1716604;1716604;1
2019-026878335-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;07/06/2019;17:29:00;07/06/2019;10:00:00;10/06/2019;RUA;PROFESSOR CELIO DE SOUZA GOMES;PROFESSOR CELIO DE SOUZA GOMES;PREENCHIMENTO OPCIONAL;;140.000;LAGOA PARK;LAGOA PARK;;;DIVINOPOLIS;-20,16568570;-44,83584320;PM1013556;1013556;1
2019-041343770-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;26/08/2019;17:26:00;26/08/2019;17:26:57;28/08/2019;RUA;PROFESSOR CELIO DE SOUZA GOMES;;PREENCHIMENTO OPCIONAL;;140;LAGOA PARK;;;;DIVINOPOLIS;-20,16568570;-44,83584320;PM1385038;1385038;1
2019-006636112-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;12/02/2019;00:04:00;12/02/2019;00:04:53;17/02/2019;AVENIDA;ANHANGUERA;;PREENCHIMENTO OPCIONAL;;1181;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,12849070;-44,83587410;PM1571751;1571751;1
2019-015263688-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;02/04/2019;19:35:00;02/04/2019;19:35:23;04/04/2019;RUA;NELSON DA COSTA PEREIRA;;PREENCHIMENTO OPCIONAL;;161;LAGOA PARK;;;;DIVINOPOLIS;-20,16338360;-44,83606400;PM1274497;1274497;1
2019-010621868-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Bens em Interior de Veículo;MEIO DESCONHECIDO;07/03/2019;09:49:00;06/03/2019;21:00:00;09/03/2019;RUA;XINGU;;PREENCHIMENTO OPCIONAL;;501;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,12828030;-44,83625820;PM1277516;1277516;1
2019-036082096-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;29/07/2019;06:53:00;29/07/2019;06:53:28;31/07/2019;AVENIDA;NOVA FRIBURGO;;PREENCHIMENTO OPCIONAL;;1541;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13493390;-44,83628590;PM1486448;1486448;1
2019-027361151-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;10/06/2019;18:16:00;10/06/2019;18:16:53;12/06/2019;FAZENDA;ZE LAGOA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,18555600;-44,83638900;PM1058213;1058213;1
2019-030695817-001;POLICIA MILITAR;INVÁLIDO;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;28/06/2019;15:46:00;28/06/2019;15:46:50;30/06/2019;RUA;CINQUENTA E TRES;ANTONIO DELARETTI FILHO;PREENCHIMENTO OPCIONAL;;1610.00;DISTRITO INDUSTRIAL CEL JOVELINO RABELO;DISTRITO INDUSTRIAL CEL JOVELINO RABELO;;;DIVINOPOLIS;-20,12528840;-44,83656480;PM1369255;1369255;1
2019-013257407-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;22/03/2019;08:40:00;22/03/2019;08:40:29;26/03/2019;RUA;ANTONIO FERREIRA DO NASCIMENTO;;PREENCHIMENTO OPCIONAL;;11;LAGOA PARK;;;;DIVINOPOLIS;-20,16228040;-44,83681710;PM1484351;1484351;1
2019-035261042-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;24/07/2019;09:34:00;24/07/2019;09:34:18;26/07/2019;RUA;WILSON SANTOS;;PREENCHIMENTO OPCIONAL;;1255;DISTRITO INDUSTRIAL CEL JOVELINO RABELO;;GALPAO;METALURGICA LUCIANA;DIVINOPOLIS;-20,12035870;-44,83696850;PM1516061;1516061;1
2019-000077223-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;01/01/2019;18:53:00;01/01/2019;18:53:09;04/01/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1563634;1563634;1
2019-001071998-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;08/01/2019;12:08:00;08/01/2019;12:08:43;10/01/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CHÁCARA SANTA RITA;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1711233;1711233;1
2019-003679207-001;POLICIA CIVIL;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;DELEGACIA DE POLICIA CIVIL/SAO GONCALO DO PARA;DELEGACIA DE POLICIA CIVIL/SAO GONCALO DO PARA;DELEGACIA DE POLICIA CIVIL/SAO GONCALO DO PARA;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;24/01/2019;16:10:00;15/01/2019;15:00:00;25/01/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;PROXIMO A FAZ. DO GALILEU;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PC1256326;1256326;1
2019-015471345-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Veículo;ARMAS DE FOGO;03/04/2019;21:46:00;03/04/2019;21:46:55;06/04/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1504216;1504216;1
2019-015904280-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;06/04/2019;10:31:00;06/04/2019;10:31:42;08/04/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1299296;1299296;1
2019-017134800-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;13/04/2019;10:07:00;13/04/2019;10:07:48;15/04/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;EM FRENTE AO CAMPO DE FUTEBOL;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1341486;1341486;1
2019-029792516-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARMAS DE FOGO;24/06/2019;10:47:00;24/06/2019;10:47:29;25/06/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;CELAC;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1299296;1299296;1
2019-031871348-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Motorista;ARMAS DE FOGO;05/07/2019;01:28:00;05/07/2019;01:28:45;07/07/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1414556;1414556;1
2019-037365840-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;MEIO DESCONHECIDO;05/08/2019;11:12:00;05/08/2019;11:12:31;06/08/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1316215;1316215;1
2019-051572891-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;21/10/2019;13:55:00;21/10/2019;13:55:34;23/10/2019;POVOADO;PRATA DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-20,06429510;-44,83706580;PM1571231;1571231;1
2019-017932582-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Residência;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;17/04/2019;22:00:00;17/04/2019;21:30:00;19/04/2019;POVOADO;VENANCIO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA MORRO AGUDO;SAO GONCALO DO PARA;-19,97120260;-44,83708760;PM1504695;1504695;1
2019-024780411-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;7777777;PREENCHIMENTO OPCIONAL;Comércio;ARROMBAMENTO/ROMPIMENTO DE OBSTACULO;27/05/2019;14:46:00;27/05/2019;14:46:14;29/05/2019;POVOADO;VENANCIO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO GONCALO DO PARA;-19,97120260;-44,83708760;PM1316215;1299296;1
