Número REDS;Órgão Unidade Registro
2019-015936335-001;POLICIA MILITAR
2019-015947727-001;POLICIA MILITAR
2019-016258143-001;POLICIA CIVIL
2019-016083129-001;POLICIA MILITAR
2019-016083131-001;POLICIA MILITAR
2019-016108390-001;POLICIA MILITAR
2019-016125814-001;POLICIA MILITAR
2019-016181035-001;POLICIA MILITAR
2019-016183796-001;POLICIA CIVIL
2019-016187619-001;POLICIA CIVIL
2019-016564243-001;POLICIA CIVIL
2019-016170784-001;POLICIA MILITAR
2019-016174754-001;POLICIA MILITAR
2019-016178990-001;POLICIA MILITAR
2019-016392510-001;POLICIA CIVIL
2019-016642629-001;POLICIA CIVIL
2019-016407787-001;POLICIA MILITAR
2019-016420065-001;POLICIA MILITAR
2019-016449173-001;POLICIA CIVIL
2019-016470088-001;POLICIA MILITAR
2019-016485493-001;POLICIA MILITAR
2019-016506581-001;POLICIA MILITAR
2019-016509243-001;POLICIA MILITAR
2019-016518980-001;POLICIA MILITAR
2019-016519236-001;POLICIA MILITAR
2019-016525810-001;POLICIA MILITAR
2019-016559905-001;POLICIA CIVIL
2019-016640303-001;POLICIA CIVIL
2019-016531910-001;POLICIA MILITAR
2019-016554354-001;POLICIA MILITAR
2019-016574762-001;POLICIA MILITAR
2019-016610470-001;POLICIA MILITAR
2019-016682990-001;POLICIA MILITAR
2019-016685821-001;POLICIA MILITAR
2019-016718613-001;POLICIA MILITAR
2019-016793172-001;POLICIA MILITAR
2019-016798814-001;POLICIA CIVIL
2019-016801220-001;POLICIA CIVIL
2019-016855200-001;POLICIA MILITAR
2019-016932557-001;POLICIA MILITAR
2019-016956465-001;POLICIA MILITAR
2019-016961784-001;POLICIA MILITAR
2019-016978712-001;POLICIA CIVIL
2019-017007512-001;POLICIA MILITAR
2019-017037064-001;POLICIA MILITAR
2019-017039637-001;POLICIA MILITAR
2019-017065910-001;POLICIA MILITAR
2019-017077852-001;POLICIA MILITAR
2019-017485553-001;POLICIA CIVIL
2019-017135754-001;POLICIA MILITAR
2019-017142323-001;POLICIA MILITAR
2019-017172410-001;POLICIA MILITAR
2019-017184562-001;POLICIA MILITAR
2019-017200331-001;POLICIA MILITAR
2019-017395120-001;POLICIA MILITAR
2019-017502684-001;POLICIA CIVIL
2019-019410375-001;POLICIA CIVIL
2019-017407442-001;POLICIA CIVIL
2019-017411845-001;POLICIA MILITAR
2019-017414078-001;POLICIA CIVIL
2019-017528576-001;POLICIA MILITAR
2019-018858973-001;POLICIA CIVIL
2019-020048334-001;POLICIA CIVIL
2019-017452500-001;POLICIA CIVIL
2019-017476199-001;POLICIA MILITAR
2019-017502524-001;POLICIA MILITAR
2019-017530287-001;POLICIA MILITAR
2019-017552246-001;POLICIA MILITAR
2019-017800630-001;POLICIA CIVIL
2019-017848472-001;POLICIA CIVIL
2019-017604680-001;POLICIA MILITAR
2019-017620600-001;POLICIA MILITAR
2019-017628832-001;POLICIA MILITAR
2019-017692272-001;POLICIA MILITAR
2019-017706397-001;POLICIA MILITAR
2019-017721339-001;POLICIA MILITAR
2019-017746690-001;POLICIA MILITAR
2019-017802523-001;POLICIA MILITAR
2019-017932407-001;POLICIA MILITAR
2019-017782010-001;POLICIA MILITAR
2019-017802564-001;POLICIA MILITAR
2019-017825437-001;POLICIA MILITAR
2019-017895084-001;POLICIA MILITAR
2019-017958095-001;POLICIA MILITAR
2019-018104190-001;POLICIA MILITAR
2019-018140770-001;POLICIA MILITAR
2019-018169680-001;POLICIA MILITAR
2019-018605036-001;POLICIA CIVIL
2019-018809366-001;POLICIA CIVIL
2019-018303460-001;POLICIA MILITAR
2019-018308360-001;POLICIA MILITAR
2019-018325865-001;POLICIA MILITAR
2019-018337480-001;POLICIA MILITAR
2019-018357059-001;POLICIA MILITAR
2019-018367082-001;POLICIA MILITAR
2019-018432259-001;POLICIA MILITAR
2019-018643459-001;POLICIA CIVIL
2019-018842234-001;POLICIA CIVIL
2019-018457042-001;POLICIA MILITAR
2019-018517680-001;POLICIA MILITAR
2019-018534085-001;POLICIA MILITAR
2019-018668794-001;POLICIA CIVIL
2019-019272898-001;POLICIA CIVIL
2019-018588080-001;POLICIA MILITAR
2019-018591360-001;POLICIA MILITAR
2019-018658927-001;POLICIA MILITAR
2019-018659501-001;POLICIA MILITAR
2019-019264077-001;POLICIA CIVIL
2019-020062720-001;POLICIA CIVIL
2019-018788419-001;POLICIA MILITAR
2019-018807432-001;POLICIA CIVIL
2019-018851420-001;POLICIA MILITAR
2019-018861388-001;POLICIA MILITAR
2019-018890273-001;POLICIA MILITAR
2019-018910160-001;POLICIA MILITAR
2019-018913241-001;POLICIA MILITAR
2019-018936891-001;POLICIA MILITAR
2019-019076445-001;POLICIA CIVIL
2019-021413704-001;POLICIA CIVIL
2019-018958891-001;POLICIA MILITAR
2019-018966099-001;POLICIA MILITAR
2019-018980506-001;POLICIA MILITAR
2019-019079226-001;POLICIA MILITAR
2019-019201707-001;POLICIA CIVIL
2019-019236158-001;POLICIA MILITAR
2019-019327062-001;POLICIA MILITAR
2019-019332682-001;POLICIA MILITAR
2019-019349677-001;POLICIA MILITAR
2019-019396580-001;POLICIA CIVIL
2019-019481259-001;POLICIA MILITAR
2019-019491451-001;POLICIA MILITAR
2019-022843995-001;POLICIA CIVIL
2019-019491815-001;POLICIA MILITAR
2019-019870304-001;POLICIA CIVIL
2019-020084115-001;POLICIA MILITAR
2019-020442408-001;POLICIA CIVIL
2019-019539320-001;POLICIA MILITAR
2019-019559935-001;POLICIA MILITAR
2019-019586195-001;POLICIA MILITAR
2019-019655422-001;POLICIA MILITAR
2019-019857465-001;POLICIA CIVIL
2019-019926696-001;POLICIA CIVIL
2019-019771594-001;POLICIA MILITAR
2019-019774390-001;POLICIA MILITAR
2019-019808540-003;POLICIA CIVIL
2019-019899440-001;POLICIA CIVIL
2019-020038432-001;POLICIA CIVIL
2019-020125769-001;POLICIA MILITAR
2019-019853153-001;POLICIA MILITAR
2019-019961262-001;POLICIA MILITAR
2019-020002203-001;POLICIA MILITAR
2019-020144317-001;POLICIA MILITAR
2019-023556873-001;POLICIA CIVIL
2019-020025750-001;POLICIA MILITAR
2019-020057599-001;POLICIA MILITAR
2019-020093683-001;POLICIA MILITAR
2019-020119404-001;POLICIA CIVIL
2019-020172418-001;POLICIA MILITAR
2019-020181068-001;POLICIA MILITAR
2019-020440177-001;POLICIA CIVIL
2019-020582870-001;POLICIA CIVIL
2019-020233354-001;POLICIA MILITAR
2019-020279507-001;POLICIA MILITAR
2019-020287362-001;POLICIA MILITAR
2019-020292785-001;POLICIA MILITAR
2019-020314094-001;POLICIA MILITAR
2019-013788845-001;POLICIA CIVIL
2019-020378368-001;POLICIA MILITAR
2019-020391160-001;POLICIA MILITAR
2019-020406718-001;POLICIA MILITAR
2019-020472930-001;POLICIA MILITAR
2019-020485102-001;POLICIA MILITAR
2019-020525015-001;POLICIA MILITAR
2019-020569410-001;POLICIA CIVIL
2019-021049680-001;POLICIA CIVIL
2019-021276188-001;POLICIA CIVIL
2019-020565844-001;POLICIA CIVIL
2019-020590575-001;POLICIA CIVIL
2019-020634235-001;POLICIA MILITAR
2019-020688481-001;POLICIA MILITAR
2019-020710797-001;POLICIA MILITAR
2019-020713433-001;POLICIA MILITAR
2019-020894767-001;POLICIA MILITAR
2019-024996655-001;POLICIA MILITAR
2019-020766161-001;POLICIA MILITAR
2019-020770473-001;POLICIA MILITAR
2019-020783128-001;POLICIA MILITAR
2019-020863270-001;POLICIA MILITAR
2019-031326038-001;POLICIA CIVIL
2019-020873276-001;POLICIA MILITAR
2019-020904570-001;POLICIA MILITAR
2019-020934864-001;POLICIA MILITAR
2019-020952656-001;POLICIA MILITAR
2019-020986033-001;POLICIA MILITAR
2019-021036681-001;POLICIA CIVIL
2019-021102655-001;POLICIA CIVIL
2019-021480270-001;POLICIA CIVIL
2019-022730175-001;POLICIA CIVIL
2019-021023325-001;POLICIA MILITAR
2019-021093806-001;POLICIA CIVIL
2019-021099650-001;POLICIA MILITAR
2019-021115589-001;POLICIA MILITAR
2019-021138423-001;POLICIA MILITAR
2019-021173842-001;POLICIA MILITAR
2019-021509819-001;POLICIA MILITAR
2019-022465121-001;POLICIA CIVIL
2019-023026652-001;POLICIA MILITAR
2019-021240379-001;POLICIA CIVIL
2019-021255496-001;POLICIA MILITAR
2019-021259284-001;POLICIA MILITAR
2019-021263191-001;POLICIA MILITAR
2019-021307319-001;POLICIA CIVIL
2019-021315813-001;POLICIA MILITAR
2019-021328879-001;POLICIA MILITAR
2019-021374370-001;POLICIA MILITAR
2019-021602105-001;POLICIA CIVIL
2019-021623496-001;POLICIA CIVIL
2019-021418133-001;POLICIA MILITAR
2019-021418750-001;POLICIA CIVIL
2019-021429945-001;POLICIA MILITAR
2019-021436239-001;POLICIA CIVIL
2019-021448760-001;POLICIA MILITAR
2019-021491501-001;POLICIA MILITAR
2019-021494170-001;POLICIA MILITAR
2019-021527901-001;POLICIA MILITAR
2019-021607647-001;POLICIA CIVIL
2019-021661313-001;POLICIA MILITAR
2019-021583241-001;POLICIA MILITAR
2019-021583570-001;POLICIA MILITAR
2019-021595337-001;POLICIA CIVIL
2019-021598841-001;POLICIA CIVIL
2019-021678232-001;POLICIA CIVIL
2019-021679867-001;POLICIA CIVIL
2019-021714489-001;POLICIA MILITAR
2019-022553151-001;POLICIA CIVIL
2019-021756332-001;POLICIA MILITAR
2019-021785607-001;POLICIA MILITAR
2019-021810509-001;POLICIA MILITAR
2019-021928667-001;POLICIA MILITAR
2019-022030287-001;POLICIA MILITAR
2019-022522189-001;POLICIA CIVIL
2019-027514282-001;POLICIA CIVIL
2019-022109758-001;POLICIA MILITAR
2019-022141619-001;POLICIA MILITAR
2019-022234510-001;POLICIA MILITAR
2019-022280092-001;POLICIA CIVIL
2019-022291261-001;POLICIA CIVIL
2019-022289745-001;POLICIA MILITAR
2019-022486114-001;POLICIA CIVIL
2019-022495507-001;POLICIA CIVIL
2019-022492243-001;POLICIA MILITAR
2019-022615939-001;POLICIA MILITAR
2019-022716250-001;POLICIA CIVIL
2019-022898967-001;POLICIA CIVIL
2019-023094805-001;POLICIA CIVIL
2019-024983280-001;POLICIA CIVIL
2019-022641439-001;POLICIA MILITAR
2019-022689230-001;POLICIA MILITAR
2019-022713767-001;POLICIA CIVIL
2019-022774147-001;POLICIA MILITAR
2019-022782009-001;POLICIA MILITAR
2019-022782221-001;POLICIA MILITAR
2019-022785708-001;POLICIA MILITAR
2019-022800830-001;POLICIA MILITAR
2019-022801310-001;POLICIA MILITAR
2019-022821023-001;POLICIA MILITAR
2019-022924259-001;POLICIA MILITAR
2019-023024835-001;POLICIA MILITAR
2019-023043230-001;POLICIA MILITAR
2019-023050260-001;POLICIA MILITAR
2019-023063650-001;POLICIA MILITAR
2019-023095236-001;POLICIA MILITAR
2019-023115884-001;POLICIA MILITAR
2019-023132223-001;POLICIA MILITAR
2019-023143684-001;POLICIA MILITAR
2019-023221204-001;POLICIA MILITAR
2019-023479884-001;POLICIA CIVIL
2019-023222419-001;POLICIA MILITAR
2019-023280061-001;POLICIA MILITAR
2019-023293361-001;POLICIA MILITAR
2019-023675970-001;POLICIA CIVIL
2019-026154043-001;POLICIA CIVIL
2019-023369083-001;POLICIA MILITAR
2019-023447274-001;POLICIA MILITAR
2019-023512412-001;POLICIA MILITAR
2019-023601488-001;POLICIA MILITAR
2019-023645190-001;POLICIA MILITAR
2019-023698385-001;POLICIA CIVIL
2019-024932836-001;POLICIA CIVIL
2019-023667986-001;POLICIA MILITAR
2019-023694571-001;POLICIA MILITAR
2019-023708404-001;POLICIA CIVIL
2019-023764647-001;POLICIA MILITAR
2019-023791349-001;POLICIA MILITAR
2019-023791715-001;POLICIA MILITAR
2019-023946585-001;POLICIA CIVIL
2019-033664203-001;POLICIA CIVIL
2019-023967511-001;POLICIA MILITAR
2019-023978812-001;POLICIA MILITAR
2019-024056721-001;POLICIA MILITAR
2019-024167427-001;POLICIA MILITAR
2019-024180833-001;POLICIA MILITAR
2019-024260685-001;POLICIA CIVIL
2019-024344215-001;POLICIA CIVIL
2019-025170008-001;POLICIA CIVIL
2019-024314312-001;POLICIA MILITAR
2019-024335766-001;POLICIA MILITAR
2019-024349497-001;POLICIA MILITAR
2019-024434770-001;POLICIA MILITAR
2019-024537229-001;POLICIA MILITAR
2019-024974313-001;POLICIA CIVIL
2019-024556500-001;POLICIA MILITAR
2019-024581859-001;POLICIA MILITAR
2019-024586613-001;POLICIA MILITAR
2019-024642676-001;POLICIA MILITAR
2019-025104274-001;POLICIA CIVIL
2019-024719323-001;POLICIA CIVIL
2019-024806320-001;POLICIA CIVIL
2019-024848440-001;POLICIA MILITAR
2019-024994355-001;POLICIA CIVIL
2019-025122761-001;POLICIA MILITAR
2019-024884864-001;POLICIA MILITAR
2019-024930510-001;POLICIA MILITAR
2019-024939210-001;POLICIA MILITAR
2019-024962124-001;POLICIA MILITAR
2019-025071714-001;POLICIA MILITAR
2019-025076773-001;POLICIA CIVIL
2019-025317761-001;POLICIA CIVIL
2019-025246650-001;POLICIA MILITAR
2019-025295352-001;POLICIA CIVIL
2019-025324490-001;POLICIA CIVIL
2019-027453872-001;POLICIA CIVIL
2019-025294990-001;POLICIA CIVIL
2019-025401320-001;POLICIA MILITAR
2019-025401542-001;POLICIA MILITAR
2019-025401988-001;POLICIA MILITAR
2019-025432151-001;POLICIA MILITAR
2019-025535543-001;POLICIA MILITAR
2019-025932833-001;POLICIA CIVIL
2019-026174828-001;POLICIA MILITAR
2019-025508813-001;POLICIA MILITAR
2019-025519237-001;POLICIA MILITAR
2019-025561281-001;POLICIA MILITAR
2019-025596027-001;POLICIA MILITAR
2019-025935670-001;POLICIA CIVIL
2019-037357374-001;POLICIA CIVIL
2019-025762012-001;POLICIA MILITAR
2019-025944145-001;POLICIA CIVIL
2019-030081072-001;POLICIA CIVIL
2019-025776360-001;POLICIA MILITAR
2019-025825092-001;POLICIA MILITAR
2019-025846646-001;POLICIA MILITAR
2019-025851909-001;POLICIA MILITAR
2019-025951868-001;POLICIA CIVIL
2019-026333300-001;POLICIA CIVIL
2019-026344564-001;POLICIA MILITAR
2019-026765173-001;POLICIA CIVIL
2019-025932730-001;POLICIA MILITAR
2019-025934622-001;POLICIA CIVIL
2019-026025948-001;POLICIA MILITAR
2019-026047569-001;POLICIA MILITAR
2019-026824853-001;POLICIA CIVIL
2019-026161963-001;POLICIA CIVIL
2019-026175703-001;POLICIA MILITAR
2019-026205664-001;POLICIA CIVIL
2019-026216335-001;POLICIA MILITAR
2019-026238413-001;POLICIA CIVIL
2019-026268303-001;POLICIA MILITAR
2019-034241633-001;POLICIA CIVIL
2019-026332109-001;POLICIA MILITAR
2019-026358098-001;POLICIA CIVIL
2019-026372076-001;POLICIA MILITAR
2019-026437058-001;POLICIA MILITAR
2019-026440023-001;POLICIA MILITAR
2019-026449184-001;POLICIA MILITAR
2019-026517642-001;POLICIA MILITAR
2019-026609787-001;POLICIA MILITAR
2019-026752280-001;POLICIA MILITAR
2019-026770449-001;POLICIA CIVIL
2019-028563451-001;POLICIA CIVIL
2019-026739617-001;POLICIA MILITAR
2019-026819484-001;POLICIA CIVIL
2019-026883914-001;POLICIA MILITAR
2019-026895514-001;POLICIA MILITAR
2019-026899895-001;POLICIA MILITAR
2019-027011810-001;POLICIA MILITAR
2019-036584780-001;POLICIA CIVIL
2019-026969895-001;POLICIA MILITAR
2019-027174628-001;POLICIA MILITAR
2019-027317857-001;POLICIA CIVIL
2019-027338510-001;POLICIA CIVIL
2019-027456954-001;POLICIA CIVIL
2019-027654553-001;POLICIA CIVIL
2019-027714426-001;POLICIA CIVIL
2019-027231302-001;POLICIA MILITAR
2019-027272785-001;POLICIA CIVIL
2019-027321175-001;POLICIA MILITAR
2019-027384641-001;POLICIA MILITAR
2019-027655125-001;POLICIA CIVIL
2019-027898584-001;POLICIA CIVIL
2019-027444449-001;POLICIA MILITAR
2019-027495977-001;POLICIA MILITAR
2019-027508441-001;POLICIA CIVIL
2019-027542490-001;POLICIA CIVIL
2019-027574859-001;POLICIA MILITAR
2019-027578361-001;POLICIA MILITAR
2019-027579670-001;POLICIA MILITAR
2019-027584895-001;POLICIA MILITAR
2019-027635124-001;POLICIA MILITAR
2019-027663316-001;POLICIA MILITAR
2019-027671507-001;POLICIA MILITAR
2019-027678697-001;POLICIA MILITAR
2019-027702133-001;POLICIA MILITAR
2019-027836961-001;POLICIA CIVIL
2019-028101413-001;POLICIA CIVIL
2019-029989283-001;POLICIA CIVIL
2019-031731064-001;POLICIA CIVIL
2019-028042755-001;POLICIA CIVIL
2019-028100042-001;POLICIA CIVIL
2019-028144540-001;POLICIA MILITAR
2019-028147544-001;POLICIA MILITAR
2019-028934336-001;POLICIA CIVIL
2019-028255274-001;POLICIA MILITAR
2019-028547565-001;POLICIA CIVIL
2019-028586850-001;POLICIA CIVIL
2019-028723283-001;POLICIA CIVIL
2019-033629875-001;POLICIA CIVIL
2019-028524636-001;POLICIA CIVIL
2019-028607689-001;POLICIA CIVIL
2019-028528647-001;POLICIA MILITAR
2019-028529930-001;POLICIA CIVIL
2019-028574464-001;POLICIA MILITAR
2019-028622884-001;POLICIA MILITAR
2019-028646410-001;POLICIA MILITAR
2019-028803746-001;POLICIA CIVIL
2019-028786643-001;POLICIA MILITAR
2019-028793830-001;POLICIA CIVIL
2019-028835390-001;POLICIA MILITAR
2019-028958846-001;POLICIA MILITAR
2019-028952275-001;POLICIA CIVIL
2019-029006930-001;POLICIA MILITAR
2019-029009802-001;POLICIA MILITAR
2019-029068450-001;POLICIA MILITAR
2019-029073017-001;POLICIA MILITAR
2019-029080924-001;POLICIA MILITAR
2019-029093858-001;POLICIA MILITAR
2019-030259112-001;POLICIA MILITAR
2019-029166130-001;POLICIA MILITAR
2019-029166169-001;POLICIA MILITAR
2019-029221236-001;POLICIA MILITAR
2019-029254446-001;POLICIA MILITAR
2019-029414027-001;POLICIA MILITAR
2019-029861041-001;POLICIA MILITAR
2019-030041867-001;POLICIA CIVIL
2019-030420776-001;POLICIA CIVIL
2019-029387888-001;POLICIA MILITAR
2019-029402611-001;POLICIA MILITAR
2019-029468587-001;POLICIA MILITAR
2019-029788609-001;POLICIA CIVIL
2019-029800765-001;POLICIA CIVIL
2019-029620447-001;POLICIA MILITAR
2019-029622370-001;POLICIA MILITAR
2019-029634284-001;POLICIA MILITAR
2019-029677013-001;POLICIA MILITAR
2019-029715531-001;POLICIA MILITAR
2019-029853650-001;POLICIA CIVIL
2019-030664201-001;POLICIA CIVIL
2019-029776827-001;POLICIA MILITAR
2019-030216277-001;POLICIA CIVIL
2019-031113183-001;POLICIA CIVIL
2019-030245896-001;POLICIA CIVIL
2019-030323507-001;POLICIA MILITAR
2019-030388017-001;POLICIA CIVIL
2019-030382380-001;POLICIA MILITAR
2019-030384664-001;POLICIA MILITAR
2019-030400210-001;POLICIA MILITAR
2019-030569280-001;POLICIA MILITAR
2019-030638727-001;POLICIA MILITAR
2019-030672881-001;POLICIA MILITAR
2019-030892452-001;POLICIA MILITAR
2019-030892478-001;POLICIA MILITAR
2019-030915972-001;POLICIA MILITAR
2019-030989430-001;POLICIA MILITAR
2019-030990161-001;POLICIA MILITAR
2019-031024616-001;POLICIA MILITAR
2019-031049046-001;POLICIA MILITAR
2019-031510160-001;POLICIA CIVIL
2019-030626603-001;POLICIA CIVIL
2019-031080783-001;POLICIA MILITAR
2019-031218819-001;POLICIA MILITAR
2019-031277557-001;POLICIA MILITAR
2019-031395793-001;POLICIA MILITAR
2019-031401990-001;POLICIA MILITAR
2019-031435862-001;POLICIA MILITAR
2019-031449405-001;POLICIA MILITAR
2019-031983364-001;POLICIA CIVIL
2019-031574474-001;POLICIA CIVIL
2019-031702730-001;POLICIA CIVIL
2019-031777195-001;POLICIA CIVIL
2019-031718654-001;POLICIA CIVIL
2019-031816482-001;POLICIA MILITAR
2019-031853543-001;POLICIA MILITAR
2019-032380870-001;POLICIA CIVIL
2019-032472673-001;POLICIA CIVIL
2019-031918603-001;POLICIA CIVIL
2019-031926744-001;POLICIA MILITAR
2019-031948982-001;POLICIA CIVIL
2019-032002429-001;POLICIA MILITAR
2019-032004850-001;POLICIA MILITAR
2019-032019376-001;POLICIA MILITAR
2019-032020734-001;POLICIA MILITAR
2019-032081550-001;POLICIA MILITAR
2019-032364670-001;POLICIA CIVIL
2019-032470711-001;POLICIA MILITAR
2019-032315862-001;POLICIA MILITAR
2019-032587520-001;POLICIA CIVIL
2019-032359834-001;POLICIA MILITAR
2019-032373280-001;POLICIA CIVIL
2019-032414379-001;POLICIA MILITAR
2019-032414381-001;POLICIA MILITAR
2019-032448317-001;POLICIA CIVIL
2019-032473925-001;POLICIA MILITAR
2019-032564357-001;POLICIA MILITAR
2019-032627565-001;POLICIA MILITAR
2019-032684733-001;POLICIA MILITAR
2019-032695997-001;POLICIA MILITAR
2019-032725519-001;POLICIA MILITAR
2019-032834908-001;POLICIA CIVIL
2019-033157030-001;POLICIA CIVIL
2019-032803424-001;POLICIA MILITAR
2019-032966702-001;POLICIA CIVIL
2019-034225540-001;POLICIA CIVIL
2019-032964246-001;POLICIA CIVIL
2019-033049536-001;POLICIA MILITAR
2019-033194719-001;POLICIA CIVIL
2019-034285317-001;POLICIA CIVIL
2019-033417185-001;POLICIA MILITAR
2019-033447298-001;POLICIA MILITAR
2019-033628491-001;POLICIA CIVIL
2019-033635411-001;POLICIA CIVIL
2019-033830543-001;POLICIA MILITAR
2019-033850479-001;POLICIA CIVIL
2019-033855807-001;POLICIA CIVIL
2019-034044123-001;POLICIA CIVIL
2019-033577037-001;POLICIA MILITAR
2019-033584931-001;POLICIA MILITAR
2019-033593096-001;POLICIA MILITAR
2019-033674343-001;POLICIA CIVIL
2019-034052186-001;POLICIA CIVIL
2019-033672764-001;POLICIA MILITAR
2019-033723742-001;POLICIA MILITAR
2019-033758795-001;POLICIA MILITAR
2019-033790656-001;POLICIA MILITAR
2019-033791607-001;POLICIA MILITAR
2019-033832975-001;POLICIA CIVIL
2019-034078720-001;POLICIA CIVIL
2019-033948200-001;POLICIA MILITAR
2019-033995833-001;POLICIA MILITAR
2019-033993875-002;POLICIA CIVIL
2019-034137403-001;POLICIA MILITAR
2019-034145795-001;POLICIA MILITAR
2019-034287883-001;POLICIA CIVIL
2019-034315265-001;POLICIA CIVIL
2019-034267800-001;POLICIA CIVIL
2019-034318832-001;POLICIA MILITAR
2019-034881871-001;POLICIA CIVIL
2019-034903059-001;POLICIA CIVIL
2019-055457162-001;POLICIA CIVIL
2019-034407252-001;POLICIA MILITAR
2019-034888306-001;POLICIA CIVIL
2019-047923520-001;POLICIA CIVIL
2019-034693754-001;POLICIA MILITAR
2019-034939877-001;POLICIA CIVIL
2019-034941170-001;POLICIA CIVIL
2019-034712304-001;POLICIA MILITAR
2019-034718355-001;POLICIA MILITAR
2019-034730193-001;POLICIA MILITAR
2019-034754032-001;POLICIA MILITAR
2019-034759665-001;POLICIA MILITAR
2019-034800610-001;POLICIA MILITAR
2019-034865671-001;POLICIA CIVIL
2019-034876812-001;POLICIA CIVIL
2019-034923755-001;POLICIA CIVIL
2019-035307620-001;POLICIA CIVIL
2019-034888832-001;POLICIA MILITAR
2019-034922174-001;POLICIA CIVIL
2019-034932273-001;POLICIA MILITAR
2019-035017221-001;POLICIA MILITAR
2019-035097175-001;POLICIA MILITAR
2019-035257423-001;POLICIA CIVIL
2019-035275529-001;POLICIA CIVIL
2019-036587272-001;POLICIA CIVIL
2019-035218805-001;POLICIA MILITAR
2019-035277333-001;POLICIA CIVIL
2019-035251047-001;POLICIA CIVIL
2019-035455640-001;POLICIA CIVIL
2019-035437782-001;POLICIA MILITAR
2019-035583916-001;POLICIA MILITAR
2019-035651280-001;POLICIA CIVIL
2019-035721813-001;POLICIA MILITAR
2019-035761752-001;POLICIA MILITAR
2019-035804405-001;POLICIA MILITAR
2019-035826957-001;POLICIA MILITAR
2019-035890973-001;POLICIA MILITAR
2019-035891019-001;POLICIA MILITAR
2019-035909759-001;POLICIA MILITAR
2019-036099143-001;POLICIA CIVIL
2019-036194071-001;POLICIA MILITAR
2019-039120900-001;POLICIA CIVIL
2019-035919390-001;POLICIA MILITAR
